   0.194999999999999976717E+0007   0.999222464194792312136E-0009   0.538768829462775955200E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.405170859999999962747E+0007   0.998119394508229086218E-0009   0.528273388200510253906E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.615572539999999944121E+0007   0.996989584557654620207E-0009   0.518459676340570678711E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.826211446666666585952E+0007   0.995810524856395302898E-0009   0.508966285258287734985E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.103709988666666653007E+0008   0.994573944821963337611E-0009   0.499656174923752059937E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.124825067333333324641E+0008   0.993277922293063715572E-0009   0.490465537959158630371E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.145967710666666664183E+0008   0.991920652120500892547E-0009   0.481362983163860626221E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.167139297333333324641E+0008   0.990500432728512630506E-0009   0.472333756482622909546E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.188341253333333320916E+0008   0.989015664527475956190E-0009   0.463372577576605606079E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.209575050666666664183E+0008   0.987464851324731731434E-0009   0.454479927171502456665E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.230842206333333328366E+0008   0.985846602356152438504E-0009   0.445659912294126129150E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.252144281000000014901E+0008   0.984159634288135777004E-0009   0.436918933463266754150E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.273482878333333358169E+0008   0.982402772867342362951E-0009   0.428264796397014389038E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.294859643333333358169E+0008   0.980574954205030734942E-0009   0.419706089086545791626E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.316276261333333365619E+0008   0.978675225539052205338E-0009   0.411251728281631240845E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.337734456666666716337E+0008   0.976702745468870656669E-0009   0.402910620604126968384E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.359235991333333402872E+0008   0.974656783632590491852E-0009   0.394691405896821899414E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.380782663666666746140E+0008   0.972536719802047513832E-0009   0.386602262498062591553E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.402376307666666731238E+0008   0.970342042352425323895E-0009   0.378650760970659408569E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.424018791666666716337E+0008   0.968072346211177654394E-0009   0.370843757087593765259E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.445712017000000029802E+0008   0.965727330291770208269E-0009   0.363187317631724166870E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.467457917000000029802E+0008   0.963306794424407350633E-0009   0.355686673650303115845E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.489258456000000014901E+0008   0.960810635848274286745E-0009   0.348346196802423400879E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.511115628333333358169E+0008   0.958238845341194337844E-0009   0.341169395246593666077E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.533031458000000044703E+0008   0.955591502982261216117E-0009   0.334158926047103996277E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
   0.555007997000000029802E+0008   0.952868773794113832190E-0009   0.327316620885307617188E+0011   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000   0.000000000000000000000E+0000
