fault_index,nid_dip,nid_strike,shear_strike,shear_dip,effective_normal,slip_rate,state_variable,state_normal,vxm,vym,vzm,vxs,vys,vzs,slips,slipd,slipn
0,9,21,1.95577260000000E+07,-5.00209617614746E+01,-2.49975300000000E+07,2.10442253900656E-12,3.52798144000000E+08,2.49975300000000E+07,1.05221126950328E-12,1.93288231074523E-28,-2.69114196025451E-18,-1.05221126950328E-12,-1.93288231074523E-28,2.69114196025451E-18,3.97474691271782E-02,-3.08481929778281E-07,-1.79104597124100E-19
0,9,22,1.95556900000000E+07,-6.94300508499146E+00,-2.49980160000000E+07,2.04195861608358E-12,3.53080096000000E+08,2.49980160000000E+07,1.02097930804179E-12,1.87550873733131E-28,-3.62486028207828E-19,-1.02097930804179E-12,-1.87550873733131E-28,3.62486028207828E-19,3.95154394209385E-02,-3.13267520368754E-07,-1.79104597124100E-19
0,9,23,1.95536660000000E+07,4.67951354980469E+01,-2.49982900000000E+07,1.98451671762356E-12,3.53370080000000E+08,2.49982900000000E+07,9.92258358811782E-13,1.82274764576358E-28,2.37463742888304E-18,-9.92258358811782E-13,-1.82274764576358E-28,-2.37463742888304E-18,3.92733253538609E-02,-3.24197884538080E-07,-1.79104597124100E-19
0,9,24,1.95515700000000E+07,1.22610565185547E+02,-2.49983480000000E+07,1.92980765915951E-12,3.53677952000000E+08,2.49983480000000E+07,9.64903829579755E-13,1.77249580017214E-28,6.05104331573619E-18,-9.64903829579755E-13,-1.77249580017214E-28,-6.05104331573619E-18,3.90129312872887E-02,-3.38692501600235E-07,-1.79104597124100E-19
0,9,25,1.95493200000000E+07,2.34853591918945E+02,-2.49981720000000E+07,1.87603643557466E-12,3.54013376000000E+08,2.49981720000000E+07,9.38018217787329E-13,1.72310472489523E-28,1.12687782649416E-17,-9.38018217787329E-13,-1.72310472489523E-28,-1.12687782649416E-17,3.87259609997272E-02,-3.53699590505130E-07,-1.79104597124100E-19
0,9,26,1.95468280000000E+07,4.02556549072266E+02,-2.49977240000000E+07,1.82176561162872E-12,3.54386144000000E+08,2.49977240000000E+07,9.10882805814361E-13,1.67325299124973E-28,1.87591476929736E-17,-9.10882805814361E-13,-1.67325299124973E-28,-1.87591476929736E-17,3.84037718176842E-02,-3.65280669711865E-07,-1.79104597124100E-19
0,9,27,1.95439920000000E+07,6.51631347656250E+02,-2.49969380000000E+07,1.76583238049172E-12,3.54806400000000E+08,2.49969380000000E+07,8.82916190245858E-13,1.62187267108151E-28,2.94379914983903E-17,-8.82916190245858E-13,-1.62187267108151E-28,-2.94379914983903E-17,3.80372814834118E-02,-3.68167263786745E-07,-1.79104597124100E-19
0,9,28,1.95406840000000E+07,1.01745330810547E+03,-2.49957140000000E+07,1.70731094192855E-12,3.55284416000000E+08,2.49957140000000E+07,8.53655470964276E-13,1.56811250335513E-28,4.44485270544798E-17,-8.53655470964276E-13,-1.56811250335513E-28,-4.44485270544798E-17,3.76171618700027E-02,-3.55341541080634E-07,-1.79104597124100E-19
0,9,29,1.95367380000000E+07,1.54728002929688E+03,-2.49938940000000E+07,1.64550578024558E-12,3.55830080000000E+08,2.49938940000000E+07,8.22752890122791E-13,1.51133259784657E-28,6.51607821769503E-17,-8.22752890122791E-13,-1.51133259784657E-28,-6.51607821769503E-17,3.71344313025475E-02,-3.17813459105309E-07,-1.79104597124100E-19
0,9,30,1.95319180000000E+07,2.30085449218750E+03,-2.49912300000000E+07,1.57996640944014E-12,3.56451968000000E+08,2.49912300000000E+07,7.89983204720068E-13,1.45111863887654E-28,9.30597975282408E-17,-7.89983204720068E-13,-1.45111863887654E-28,-9.30597975282408E-17,3.65815460681915E-02,-2.45000592258293E-07,-1.79104597124100E-19
0,9,31,1.95258940000000E+07,3.34571166992188E+03,-2.49873540000000E+07,1.51049463735509E-12,3.57156128000000E+08,2.49873540000000E+07,7.55247264467435E-13,1.38728754272972E-28,1.29409667211732E-16,-7.55247264467435E-13,-1.38728754272972E-28,-1.29409667211732E-16,3.59536744654179E-02,-1.26443680414923E-07,-1.79104597124100E-19
0,9,32,1.95182980000000E+07,4.74199218750000E+03,-2.49818540000000E+07,1.43708851242652E-12,3.57946976000000E+08,2.49818540000000E+07,7.18544256213260E-13,1.31983750384676E-28,1.74571134618727E-16,-7.18544256213260E-13,-1.31983750384676E-28,-1.74571134618727E-16,3.52484732866287E-02,4.42660486044133E-08,-1.79104597124100E-19
0,9,33,1.95089180000000E+07,6.51189160156250E+03,-2.49745200000000E+07,1.35963928917654E-12,3.58836224000000E+08,2.49745200000000E+07,6.79819590378161E-13,1.24866945720617E-28,2.26917347242569E-16,-6.79819590378161E-13,-1.24866945720617E-28,-2.26917347242569E-16,3.44567038118839E-02,2.62919826354846E-07,-1.79104597124100E-19
0,9,34,1.94981020000000E+07,8.59902636718750E+03,-2.49658740000000E+07,1.27744266987390E-12,3.59860896000000E+08,2.49658740000000E+07,6.38721280726839E-13,1.17313941998279E-28,2.81687979919690E-16,-6.38721280726839E-13,-1.17313941998279E-28,-2.81687979919690E-16,3.35445292294025E-02,5.07913114233816E-07,-1.79104597124100E-19
0,9,35,1.94869100000000E+07,1.08420693359375E+04,-2.49574080000000E+07,1.18855218635833E-12,3.61106784000000E+08,2.49574080000000E+07,5.94276038969055E-13,1.09146482364246E-28,3.30641534422203E-16,-5.94276038969055E-13,-1.09146482364246E-28,-3.30641534422203E-16,3.24289426207542E-02,7.40209145533299E-07,-1.79104597124100E-19
0,9,36,1.94766920000000E+07,1.29973593750000E+04,-2.49511080000000E+07,1.08997023646334E-12,3.62705824000000E+08,2.49511080000000E+07,5.44985009811455E-13,1.00089850967544E-28,3.63684210285254E-16,-5.44985009811455E-13,-1.00089850967544E-28,-3.63684210285254E-16,3.09829805046320E-02,9.17129455046961E-07,-1.79104597124100E-19
0,9,37,1.94681040000000E+07,1.48063486328125E+04,-2.49483080000000E+07,9.78400845584593E-13,3.64809984000000E+08,2.49483080000000E+07,4.89200314372079E-13,8.98418573628384E-29,3.72058348578725E-16,-4.89200314372079E-13,-8.98418573628384E-29,-3.72058348578725E-16,2.90629565715790E-02,1.01153648301988E-06,-1.79104597124100E-19
0,9,38,1.94604820000000E+07,1.60507265625000E+04,-2.49490000000000E+07,8.51643679623121E-13,3.67566144000000E+08,2.49490000000000E+07,4.25821677181235E-13,7.82006701104870E-29,3.51211623667155E-16,-4.25821677181235E-13,-7.82006701104870E-29,-3.51211623667155E-16,2.65407897531986E-02,1.01491434634227E-06,-1.79104597124100E-19
0,9,39,1.94519240000000E+07,1.65498847656250E+04,-2.49522280000000E+07,7.08284667895465E-13,3.71147776000000E+08,2.49522280000000E+07,3.54142198422461E-13,6.50364153283966E-29,3.01307592318704E-16,-3.54142198422461E-13,-6.50364153283966E-29,-3.01307592318704E-16,2.32534557580948E-02,9.20649654290173E-07,-1.79104597124100E-19
0,9,40,1.94409680000000E+07,1.60742373046875E+04,-2.49568800000000E+07,5.54012564990547E-13,3.76066784000000E+08,2.49568800000000E+07,2.77006174075056E-13,5.08711885503663E-29,2.29035035489823E-16,-2.77006174075056E-13,-5.08711885503663E-29,-2.29035035489823E-16,1.87724679708481E-02,7.13054021161952E-07,-1.79104597124100E-19
0,9,41,1.94377180000000E+07,3.00699316406250E+04,-2.49244040000000E+07,5.96426716608506E-13,3.83440000000000E+08,2.49244040000000E+07,2.98213005938547E-13,5.47525873896628E-29,4.61332153678200E-16,-2.98213005938547E-13,-5.47525873896628E-29,-4.61332153678200E-16,1.15864137187600E-02,9.91082856671710E-07,-1.79104597124100E-19
0,10,1,1.24323540000000E+07,-2.23615332031250E+04,-2.44600600000000E+07,4.47026776706494E-10,1.93141040000000E+08,2.44600600000000E+07,2.23513027530764E-10,4.10832935426951E-26,-4.02023141339580E-13,-2.23513027530764E-10,-4.10832935426951E-26,4.02023141339580E-13,1.85593739151955E-01,-1.16039380372968E-04,-1.79104597124100E-19
0,10,2,1.25620170000000E+07,-1.29333398437500E+04,-2.47736820000000E+07,4.29148300229443E-10,1.96335120000000E+08,2.47736820000000E+07,2.14574039092419E-10,3.94301399896792E-26,-2.20916668747413E-13,-2.14574039092419E-10,-3.94301399896792E-26,2.20916668747413E-13,1.81576266884804E-01,-6.97777577443048E-05,-1.79104597124100E-19
0,10,3,1.25071410000000E+07,-9.60636328125000E+03,-2.48822880000000E+07,3.66364327764046E-10,2.09454432000000E+08,2.48822880000000E+07,1.83182108370872E-10,3.36586209844165E-26,-1.40696739740591E-13,-1.83182108370872E-10,-3.36586209844165E-26,1.40696739740591E-13,1.65594205260277E-01,-4.89376761834137E-05,-1.79104597124100E-19
0,10,4,1.59644730000000E+07,-9.11348925781250E+03,-2.49176360000000E+07,2.52020487812032E-10,2.38360000000000E+08,2.49176360000000E+07,1.26010216150441E-10,2.31521076847524E-26,-7.19342798218350E-14,-1.26010216150441E-10,-2.31521076847524E-26,7.19342798218350E-14,1.33856892585754E-01,-2.90872376353946E-05,-1.79104597124100E-19
0,10,5,1.97468560000000E+07,-7.90661376953125E+03,-2.49317440000000E+07,1.31487043475431E-10,2.79938528000000E+08,2.49317440000000E+07,6.57435147988217E-11,1.20784996907317E-26,-2.63236122081869E-14,-6.57435147988217E-11,-1.20784996907317E-26,2.63236122081869E-14,9.43460762500763E-02,-1.34157962747850E-05,-1.79104597124100E-19
0,10,6,1.97545360000000E+07,-5.76068457031250E+03,-2.49387900000000E+07,6.75630107416225E-11,3.06973600000000E+08,2.49387900000000E+07,3.37815019013643E-11,6.20616480104204E-27,-9.85113463106970E-15,-3.37815019013643E-11,-6.20616480104204E-27,9.85113463106970E-15,7.28018656373024E-02,-7.02362331139739E-06,-1.79104597124100E-19
0,10,7,1.97298500000000E+07,-4.12633984375000E+03,-2.49447640000000E+07,3.35497324366330E-11,3.24129920000000E+08,2.49447640000000E+07,1.67748662183165E-11,3.08170765962623E-27,-3.50832872884790E-15,-1.67748662183165E-11,-3.08170765962623E-27,3.50832872884790E-15,6.02983236312866E-02,-3.98507836507633E-06,-1.79104597124100E-19
0,10,8,1.96913780000000E+07,-2.99660717773438E+03,-2.49512580000000E+07,1.71090953904329E-11,3.34576160000000E+08,2.49512580000000E+07,8.55454769521646E-12,1.57152464936347E-27,-1.30181944207436E-15,-8.55454769521646E-12,-1.57152464936347E-27,1.30181944207436E-15,5.29317520558834E-02,-2.46257468461408E-06,-1.79104597124100E-19
0,10,9,1.96546060000000E+07,-2.25027343750000E+03,-2.49581940000000E+07,9.76440369532261E-12,3.40812480000000E+08,2.49581940000000E+07,4.88220184766130E-12,8.96880152825870E-28,-5.58967629804953E-16,-4.88220184766130E-12,-8.96880152825870E-28,5.58967629804953E-16,4.85363565385342E-02,-1.64191339990793E-06,-1.79104597124100E-19
0,10,10,1.96257500000000E+07,-1.70937304687500E+03,-2.49650460000000E+07,6.37449381474253E-12,3.44651936000000E+08,2.49650460000000E+07,3.18724690737127E-12,5.85504754991583E-28,-2.77604381141417E-16,-3.18724690737127E-12,-5.85504754991583E-28,2.77604381141417E-16,4.57992069423199E-02,-1.15174168513477E-06,-1.79104597124100E-19
0,10,11,1.96045460000000E+07,-1.28403100585938E+03,-2.49713640000000E+07,4.64996357391056E-12,3.47139008000000E+08,2.49713640000000E+07,2.32498178695528E-12,4.27101543001102E-28,-1.52278405352186E-16,-2.32498178695528E-12,-4.27101543001102E-28,1.52278405352186E-16,4.40032146871090E-02,-8.33865271943068E-07,-1.79104597124100E-19
0,10,12,1.95891100000000E+07,-9.46715576171875E+02,-2.49768900000000E+07,3.67991618080432E-12,3.48831008000000E+08,2.49768900000000E+07,1.83995809040216E-12,3.38000271905722E-28,-8.89227231777283E-17,-1.83995809040216E-12,-3.38000271905722E-28,8.89227231777283E-17,4.27672415971756E-02,-6.17376542777492E-07,-1.79104597124100E-19
0,10,13,1.95777680000000E+07,-6.84992431640625E+02,-2.49815500000000E+07,3.08769025972322E-12,3.50030912000000E+08,2.49815500000000E+07,1.54384512986161E-12,2.83603054701985E-28,-5.40164854952113E-17,-1.54384512986161E-12,-2.83603054701985E-28,5.40164854952113E-17,4.18818183243275E-02,-4.66176459212875E-07,-1.79104597124100E-19
0,10,14,1.95693120000000E+07,-4.87313415527344E+02,-2.49853880000000E+07,2.70244070177394E-12,3.50912512000000E+08,2.49853880000000E+07,1.35122035088697E-12,2.48217197535905E-28,-3.36479768568157E-17,-1.35122035088697E-12,-2.48217197535905E-28,3.36479768568157E-17,4.12250682711601E-02,-3.59453082410255E-07,-1.79104597124100E-19
0,10,15,1.95628980000000E+07,-3.41750183105469E+02,-2.49884980000000E+07,2.43896786447650E-12,3.51581568000000E+08,2.49884980000000E+07,1.21948393223825E-12,2.24016876671459E-28,-2.13035337504908E-17,-1.21948393223825E-12,-2.24016876671459E-28,2.13035337504908E-17,4.07218672335148E-02,-2.84083370161170E-07,-1.79104597124100E-19
0,10,16,1.95579420000000E+07,-2.36960052490234E+02,-2.49909980000000E+07,2.25113959591294E-12,3.52105824000000E+08,2.49909980000000E+07,1.12556979795647E-12,2.06764661045005E-28,-1.36371750296932E-17,-1.12556979795647E-12,-2.06764661045005E-28,1.36371750296932E-17,4.03234362602234E-02,-2.31315766541229E-07,-1.79104597124100E-19
0,10,17,1.95540260000000E+07,-1.62925811767578E+02,-2.49929940000000E+07,2.11222619256324E-12,3.52530752000000E+08,2.49929940000000E+07,1.05611309628162E-12,1.94005375163440E-28,-8.79962428413608E-18,-1.05611309628162E-12,-1.94005375163440E-28,8.79962428413608E-18,3.99966612458229E-02,-1.95118460055710E-07,-1.79104597124100E-19
0,10,18,1.95508460000000E+07,-1.11196281433105E+02,-2.49945780000000E+07,2.00586205631459E-12,3.52888160000000E+08,2.49945780000000E+07,1.00293102815729E-12,1.84235794593982E-28,-5.70421310233761E-18,-1.00293102815729E-12,-1.84235794593982E-28,5.70421310233761E-18,3.97181622684002E-02,-1.71249766367509E-07,-1.79104597124100E-19
0,10,19,1.95481820000000E+07,-7.47731857299805E+01,-2.49958220000000E+07,1.92155991639298E-12,3.53200992000000E+08,2.49958220000000E+07,9.60779958196489E-13,1.76492629363759E-28,-3.67505137860010E-18,-9.60779958196489E-13,-1.76492629363759E-28,3.67505137860010E-18,3.94707582890987E-02,-1.56679931251347E-07,-1.79104597124100E-19
0,10,20,1.95458640000000E+07,-4.78038558959961E+01,-2.49967820000000E+07,1.85233339083934E-12,3.53486656000000E+08,2.49967820000000E+07,9.26166695419672E-13,1.70134207763551E-28,-2.26515118262006E-18,-9.26166695419672E-13,-1.70134207763551E-28,2.26515118262006E-18,3.92412766814232E-02,-1.49201241583796E-07,-1.79104597124100E-19
0,10,21,1.95437600000000E+07,-2.51792888641357E+01,-2.49974980000000E+07,1.79336569466199E-12,3.53758880000000E+08,2.49974980000000E+07,8.96682847330993E-13,1.64718035351573E-28,-1.15524519978008E-18,-8.96682847330993E-13,-1.64718035351573E-28,1.15524519978008E-18,3.90191078186035E-02,-1.47145655660097E-07,-1.79104597124100E-19
0,10,22,1.95417660000000E+07,-2.08061790466309E+00,-2.49979920000000E+07,1.74122652060738E-12,3.54028992000000E+08,2.49979920000000E+07,8.70613260303688E-13,1.59929066100108E-28,-9.26944669034546E-20,-8.70613260303688E-13,-1.59929066100108E-28,9.26944669034546E-20,3.87952178716660E-02,-1.49163753349058E-07,-1.79104597124100E-19
0,10,23,1.95397900000000E+07,2.65232124328613E+01,-2.49982740000000E+07,1.69339824281078E-12,3.54307136000000E+08,2.49982740000000E+07,8.46699121405392E-13,1.55536043971085E-28,1.14930511240376E-18,-8.46699121405392E-13,-1.55536043971085E-28,-1.14930511240376E-18,3.85613925755024E-02,-1.54035433297395E-07,-1.79104597124100E-19
0,10,24,1.95377540000000E+07,6.64513397216797E+01,-2.49983460000000E+07,1.64797862856059E-12,3.54602656000000E+08,2.49983460000000E+07,8.23989314280293E-13,1.51364202859113E-28,2.80253278987789E-18,-8.23989314280293E-13,-1.51364202859113E-28,-2.80253278987789E-18,3.83097529411316E-02,-1.60491751444169E-07,-1.79104597124100E-19
0,10,25,1.95355760000000E+07,1.25003540039062E+02,-2.49981880000000E+07,1.60349370500329E-12,3.54924768000000E+08,2.49981880000000E+07,8.01746852501645E-13,1.47278186000287E-28,5.13018863471460E-18,-8.01746852501645E-13,-1.47278186000287E-28,-5.13018863471460E-18,3.80323305726051E-02,-1.67033576303766E-07,-1.79104597124100E-19
0,10,26,1.95331800000000E+07,2.11818603515625E+02,-2.49977660000000E+07,1.55878131583020E-12,3.55282816000000E+08,2.49977660000000E+07,7.79390657915102E-13,1.43171224653317E-28,8.45174437854016E-18,-7.79390657915102E-13,-1.43171224653317E-28,-8.45174437854016E-18,3.77208404242992E-02,-1.71738449239456E-07,-1.79104597124100E-19
0,10,27,1.95304720000000E+07,3.39921813964844E+02,-2.49970220000000E+07,1.51292064813624E-12,3.55686368000000E+08,2.49970220000000E+07,7.56460324068120E-13,1.38958698271269E-28,1.31659583588626E-17,-7.56460324068120E-13,-1.38958698271269E-28,-1.31659583588626E-17,3.73665951192379E-02,-1.72060069303370E-07,-1.79104597124100E-19
0,10,28,1.95273380000000E+07,5.26877685546875E+02,-2.49958640000000E+07,1.46519450218430E-12,3.56145184000000E+08,2.49958640000000E+07,7.32597251092149E-13,1.34574715975923E-28,1.97666023938652E-17,-7.32597251092149E-13,-1.34574715975923E-28,-1.97666023938652E-17,3.69606725871563E-02,-1.64652732337345E-07,-1.79104597124100E-19
0,10,29,1.95236280000000E+07,7.95687988281250E+02,-2.49941460000000E+07,1.41507302837268E-12,3.56668640000000E+08,2.49941460000000E+07,7.07536514186341E-13,1.29970587850871E-28,2.88357411467252E-17,-7.07536514186341E-13,-1.29970587850871E-28,-2.88357411467252E-17,3.64944748580456E-02,-1.45314359656368E-07,-1.79104597124100E-19
0,10,30,1.95191320000000E+07,1.17454577636719E+03,-2.49916420000000E+07,1.36220830622424E-12,3.57264832000000E+08,2.49916420000000E+07,6.81104153112122E-13,1.25114295310787E-28,4.09848108098099E-17,-6.81104153112122E-13,-1.25114295310787E-28,-4.09848108098099E-17,3.59607860445976E-02,-1.09244830071020E-07,-1.79104597124100E-19
0,10,31,1.95135460000000E+07,1.69382189941406E+03,-2.49880060000000E+07,1.30641764767292E-12,3.57939520000000E+08,2.49880060000000E+07,6.53208823836460E-13,1.19989046653971E-28,5.67000678518476E-17,-6.53208823836460E-13,-1.19989046653971E-28,-5.67000678518476E-17,3.53550091385841E-02,-5.19298524181977E-08,-1.79104597124100E-19
0,10,32,1.95065200000000E+07,2.37826074218750E+03,-2.49828480000000E+07,1.24763123009880E-12,3.58696672000000E+08,2.49828480000000E+07,6.23815615049400E-13,1.14588414089231E-28,7.60564184403886E-17,-6.23815615049400E-13,-1.14588414089231E-28,-7.60564184403886E-17,3.46750654280186E-02,2.90701080984945E-08,-1.79104597124100E-19
0,10,33,1.94978560000000E+07,3.23312866210938E+03,-2.49759660000000E+07,1.18566864226038E-12,3.59547200000000E+08,2.49759660000000E+07,5.92834321130192E-13,1.08895870730232E-28,9.83036064511248E-17,-5.92834321130192E-13,-1.08895870730232E-28,-9.83036064511248E-17,3.39123941957951E-02,1.31437701611503E-07,-1.79104597124100E-19
0,10,34,1.94878800000000E+07,4.22757714843750E+03,-2.49678460000000E+07,1.11990527528610E-12,3.60526272000000E+08,2.49678460000000E+07,5.59952583432943E-13,1.02854180346441E-28,1.21472571449266E-16,-5.59952583432943E-13,-1.02854180346441E-28,-1.21472571449266E-16,3.30348312854767E-02,2.45613819060964E-07,-1.79104597124100E-19
0,10,35,1.94776140000000E+07,5.28494482421875E+03,-2.49598900000000E+07,1.04876144661065E-12,3.61716192000000E+08,2.49598900000000E+07,5.24380669095215E-13,9.63184588392589E-29,1.42282476897409E-16,-5.24380669095215E-13,-9.63184588392589E-29,-1.42282476897409E-16,3.19623462855816E-02,3.54764324583812E-07,-1.79104597124100E-19
0,10,36,1.94683640000000E+07,6.29224902343750E+03,-2.49539680000000E+07,9.69724192438626E-13,3.63245216000000E+08,2.49539680000000E+07,4.84862042009204E-13,8.90581182275633E-29,1.56709261169053E-16,-4.84862042009204E-13,-8.90581182275633E-29,-1.56709261169053E-16,3.05712167173624E-02,4.39453145872903E-07,-1.79104597124100E-19
0,10,37,1.94607700000000E+07,7.12686816406250E+03,-2.49513400000000E+07,8.79619619330307E-13,3.65263680000000E+08,2.49513400000000E+07,4.39809782560099E-13,8.07818856813898E-29,1.61065895723916E-16,-4.39809782560099E-13,-8.07818856813898E-29,-1.61065895723916E-16,2.87188813090324E-02,4.84514373511047E-07,-1.79104597124100E-19
0,10,38,1.94541880000000E+07,7.68127783203125E+03,-2.49519980000000E+07,7.75517562494332E-13,3.67921792000000E+08,2.49519980000000E+07,3.87758754142112E-13,7.12207509172252E-29,1.53102383121407E-16,-3.87758754142112E-13,-7.12207509172252E-29,-1.53102383121407E-16,2.62740738689899E-02,4.82160771753115E-07,-1.79104597124100E-19
0,10,39,1.94467200000000E+07,7.87339892578125E+03,-2.49550300000000E+07,6.54453813191125E-13,3.71401536000000E+08,2.49550300000000E+07,3.27226879490508E-13,6.01024897559614E-29,1.32484449749825E-16,-3.27226879490508E-13,-6.01024897559614E-29,-1.32484449749825E-16,2.30662859976292E-02,4.29299944926242E-07,-1.79104597124100E-19
0,10,40,1.94367700000000E+07,7.61793457031250E+03,-2.49593880000000E+07,5.19279877344431E-13,3.76228576000000E+08,2.49593880000000E+07,2.59639911567161E-13,4.76888451048372E-29,1.01761750807188E-16,-2.59639911567161E-13,-4.76888451048372E-29,-1.01761750807188E-16,1.86561048030853E-02,3.26104469650090E-07,-1.79104597124100E-19
0,10,41,1.94342940000000E+07,1.41990693359375E+04,-2.49287380000000E+07,5.55912087196742E-13,3.83553888000000E+08,2.49287380000000E+07,2.77955962283208E-13,5.10472486399387E-29,2.03079987222261E-16,-2.77955962283208E-13,-5.10472486399387E-29,-2.03079987222261E-16,1.15101095288992E-02,4.40357354136722E-07,-1.79104597124100E-19
0,11,1,1.24302160000000E+07,-2.57687704507958E-10,-2.44604520000000E+07,4.45602998944139E-10,1.93345936000000E+08,2.44604520000000E+07,2.22801499472070E-10,4.09279711445402E-26,-4.61884184464126E-27,-2.22801499472070E-10,-4.09279711445402E-26,4.61884184464126E-27,1.85359269380569E-01,9.51194735311851E-19,-1.79104597124100E-19
0,11,2,1.25593600000000E+07,-1.23869248191966E-09,-2.47733760000000E+07,4.27724272666907E-10,1.96545328000000E+08,2.47733760000000E+07,2.13862136333454E-10,3.92858369922941E-26,-2.10925890764467E-26,-2.13862136333454E-10,-3.92858369922941E-26,2.10925890764467E-26,1.81341022253036E-01,-7.35850691222374E-18,-1.79104597124100E-19
0,11,3,1.25037360000000E+07,1.43071920977178E-09,-2.48817160000000E+07,3.64894919835379E-10,2.09703696000000E+08,2.48817160000000E+07,1.82447459917690E-10,3.35150544626421E-26,2.08762470546777E-26,-1.82447459917690E-10,-3.35150544626421E-26,-2.08762470546777E-26,1.65333107113838E-01,7.41591159237370E-18,-1.79104597124100E-19
0,11,4,1.59617320000000E+07,2.38915576211696E-09,-2.49170240000000E+07,2.50426818171334E-10,2.38721968000000E+08,2.49170240000000E+07,1.25213409085667E-10,2.30013304812662E-26,1.87419730903946E-26,-1.25213409085667E-10,-2.30013304812662E-26,-1.87419730903946E-26,1.33523210883141E-01,8.36679210245035E-18,-1.79104597124100E-19
0,11,5,1.97465940000000E+07,-2.87668028287058E-10,-2.49311740000000E+07,1.29798755077459E-10,2.80494848000000E+08,2.49311740000000E+07,6.48993775387297E-11,1.19218229786398E-26,-9.45452972691791E-28,-6.48993775387297E-11,-1.19218229786398E-26,9.45452972691791E-28,9.39095616340637E-02,-5.26831952520483E-19,-1.79104597124100E-19
0,11,6,1.97534460000000E+07,2.30614846663535E-10,-2.49382920000000E+07,6.60841728561401E-11,3.07597088000000E+08,2.49382920000000E+07,3.30420864280700E-11,6.06973269415362E-27,3.85755245620759E-28,-3.30420864280700E-11,-6.06973269415362E-27,-3.85755245620759E-28,7.23551362752914E-02,1.36897564196914E-19,-1.79104597124100E-19
0,11,7,1.97275880000000E+07,9.88283122005384E-10,-2.49443460000000E+07,3.24590528066881E-11,3.24722720000000E+08,2.49443460000000E+07,1.62295264033441E-11,2.98131547978714E-27,8.13042496416749E-28,-1.62295264033441E-11,-2.98131547978714E-27,-8.13042496416749E-28,5.98883964121342E-02,6.30469928455134E-19,-1.79104597124100E-19
0,11,8,1.96880840000000E+07,2.12455414372315E-10,-2.49509220000000E+07,1.64054620582776E-11,3.35096064000000E+08,2.49509220000000E+07,8.20273102913882E-12,1.50681725509195E-27,8.85162036709302E-29,-8.20273102913882E-12,-1.50681725509195E-27,-8.85162036709302E-29,5.25719001889229E-02,5.17864901090102E-19,-1.79104597124100E-19
0,11,9,1.96507340000000E+07,5.82660142356417E-10,-2.49579300000000E+07,9.31894058447957E-12,3.41264736000000E+08,2.49579300000000E+07,4.65947029223979E-12,8.55930837755314E-28,1.38157066043104E-28,-4.65947029223979E-12,-8.55930837755314E-28,-1.38157066043104E-28,4.82182204723358E-02,4.07209590127645E-19,-1.79104597124100E-19
0,11,10,1.96216280000000E+07,6.15444639695539E-10,-2.49648480000000E+07,6.07250534578885E-12,3.45055648000000E+08,2.49648480000000E+07,3.03625267289442E-12,5.57750563749007E-28,9.52339616690434E-29,-3.03625267289442E-12,-5.57750563749007E-28,-9.52339616690434E-29,4.55101057887077E-02,2.29194247698610E-19,-1.79104597124100E-19
0,11,11,1.96003240000000E+07,-1.54044527134189E-10,-2.49712180000000E+07,4.42684647619651E-12,3.47509984000000E+08,2.49712180000000E+07,2.21342323809826E-12,4.06599248371122E-28,-1.73959231022257E-29,-2.21342323809826E-12,-4.06599248371122E-28,1.73959231022257E-29,4.37335483729839E-02,9.97394737076893E-20,-1.79104597124100E-19
0,11,12,1.95848480000000E+07,-2.33198963611736E-11,-2.49767860000000E+07,3.50268598847681E-12,3.49179648000000E+08,2.49767860000000E+07,1.75134299423840E-12,3.21716486077680E-28,-2.08534352931920E-30,-1.75134299423840E-12,-3.21716486077680E-28,2.08534352931920E-30,4.25108633935452E-02,1.77483620391528E-19,-1.79104597124100E-19
0,11,13,1.95734940000000E+07,5.11724218554832E-10,-2.49814760000000E+07,2.93897610241511E-12,3.50363712000000E+08,2.49814760000000E+07,1.46948805120756E-12,2.69940579898875E-28,3.84179058535742E-29,-1.46948805120756E-12,-2.69940579898875E-28,-3.84179058535742E-29,4.16348949074745E-02,2.29342080383709E-19,-1.79104597124100E-19
0,11,14,1.95650360000000E+07,6.31808272366641E-10,-2.49853340000000E+07,2.57250796185937E-12,3.51233664000000E+08,2.49853340000000E+07,1.28625398092969E-12,2.36281030038447E-28,4.15366424534244E-29,-1.28625398092969E-12,-2.36281030038447E-28,-4.15366424534244E-29,4.09851782023907E-02,1.06446932660865E-19,-1.79104597124100E-19
0,11,15,1.95586260000000E+07,4.59343424408232E-10,-2.49884580000000E+07,2.32202104766266E-12,3.51893824000000E+08,2.49884580000000E+07,1.16101052383133E-12,2.13274183886413E-28,2.72668707813348E-29,-1.16101052383133E-12,-2.13274183886413E-28,-2.72668707813348E-29,4.04874198138714E-02,1.89941865145372E-19,-1.79104597124100E-19
0,11,16,1.95536780000000E+07,6.21522999733060E-10,-2.49909680000000E+07,2.14355139541156E-12,3.52411040000000E+08,2.49909680000000E+07,1.07177569770578E-12,1.96882004313688E-28,3.40669051085253E-29,-1.07177569770578E-12,-1.96882004313688E-28,-3.40669051085253E-29,4.00933623313904E-02,2.76323819526402E-19,-1.79104597124100E-19
