   0.650000000000000022204E-0001   0.293957204972623634132E-0001   0.179815828752324448000E+0018   0.415657717885524700000E+0016   0.373241177606110868510E+0006   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.983333333333333281523E-0001   0.304576745454437393390E-0001   0.183900389270364768000E+0018   0.415490560471348950000E+0016   0.562469394974057679065E+0006   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.131666666666666654084E+0000   0.308547110362414681028E-0001   0.184003704948417472000E+0018   0.415380341590396500000E+0016   0.753851978241879376583E+0006   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.164999999999999980016E+0000   0.312568333200667833327E-0001   0.184141172961291136000E+0018   0.415270226361683250000E+0016   0.945360501110675162636E+0006   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.198333333333333305948E+0000   0.316603579205757060255E-0001   0.184310615269833696000E+0018   0.415160196325948050000E+0016   0.113702930251334025525E+0007   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.231666666666666631880E+0000   0.320651724171586299805E-0001   0.184510067312882688000E+0018   0.415050233366723350000E+0016   0.132889057338862889446E+0007   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.264999999999999957812E+0000   0.324711567491991065504E-0001   0.184737753577826848000E+0018   0.414940319744444500000E+0016   0.152097456516090338118E+0007   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.298333333333333283743E+0000   0.328781855424233812601E-0001   0.184992065881749888000E+0018   0.414830438130103750000E+0016   0.171330977440683147870E+0007   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.331666666666666609675E+0000   0.332861301607515827627E-0001   0.185271544925719744000E+0018   0.414720571631613350000E+0016   0.190592310656345821917E+0007   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.364999999999999935607E+0000   0.336948605059545214235E-0001   0.185574863887938176000E+0018   0.414610703806348700000E+0016   0.209884002161770220846E+0007   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.398333333333333261539E+0000   0.341042465850822304474E-0001   0.185900813453260192000E+0018   0.414500818660239300000E+0016   0.229208466394370002672E+0007   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.431666666666666587471E+0000   0.345141598600870666558E-0001   0.186248290015669280000E+0018   0.414390900654928750000E+0016   0.248567997775678336620E+0007   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.464999999999999913403E+0000   0.349244744053970115893E-0001   0.186616284467348480000E+0018   0.414280934700572450000E+0016   0.267964781099092261866E+0007   0.196000000000000000000E+0009   0.000000000000000000000E+0000
   0.498333333333333239334E+0000   0.353350678852359517679E-0001   0.187003872549918816000E+0018   0.414170906147637800000E+0016   0.287400900824052607641E+0007   0.196000000000000000000E+0009   0.000000000000000000000E+0000
