nid_dip,nid_strike,shear_strike,shear_dip,effective_normal,slip_rate,state_variable,state_normal,vxm,vym,vzm,vxs,vys,vzs,slips,slipd,slipn
1.00000000000000E+00,1.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,2.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,3.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
1.00000000000000E+00,4.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
1.00000000000000E+00,5.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,6.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,7.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,8.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,9.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,1.00000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,1.10000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,1.20000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,1.30000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,1.40000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,1.50000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,1.60000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,1.70000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
1.00000000000000E+00,1.80000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
1.00000000000000E+00,1.90000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,2.00000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-6.02558339659671E-44
1.00000000000000E+00,2.10000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,1.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,2.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,3.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,4.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,5.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,6.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,7.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,8.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,9.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,1.00000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,1.10000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,1.20000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,1.30000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,1.40000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,1.50000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,1.60000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,1.70000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,1.80000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,1.90000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,2.00000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
2.00000000000000E+00,2.10000000000000E+01,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
3.00000000000000E+00,1.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
3.00000000000000E+00,2.00000000000000E+00,1.01645710000000E+07,0.00000000000000E+00,-2.50000000000000E+07,9.99999968265523E-21,4.01882251264000E+11,2.50000000000000E+07,4.99999984132761E-21,9.18485091760503E-37,0.00000000000000E+00,-4.99999984132761E-21,-9.18485091760503E-37,0.00000000000000E+00,2.59216086773541E-14,-0.00000000000000E+00,-5.88545355016423E-44
3.00000000000000E+00,3.00000000000000E+00,1.48907800000000E+07,1.73095562500000E+05,-2.33183020000000E+07,3.18210006955422E-11,3.73524856832000E+11,2.33183020000000E+07,1.59094265539395E-11,2.91119005939606E-27,1.84936660711961E-13,-1.59094265539395E-11,-2.91119005939606E-27,-1.84936660711961E-13,3.65813648386393E-05,3.26302227904307E-07,-4.59242555841245E-26
3.00000000000000E+00,4.00000000000000E+00,1.49442880000000E+07,1.55734453125000E+05,-2.33181420000000E+07,3.68928880500885E-11,3.70712477696000E+11,2.33181420000000E+07,1.84454430895986E-11,3.37660277862990E-27,1.92219992093540E-13,-1.84454430895986E-11,-3.37660277862990E-27,-1.92219992093540E-13,4.03591548092663E-05,3.26616913071121E-07,-4.59242555841245E-26
