t,slip_2,slip_3,slip_rate_2,slip_rate_3,shear_stress_2,shear_stress_3,pore_pressure,darcy_vel_2,darcy_vel_3,state
32000,3.2006569999999999e-08,-9.3756180000000006e-16,-11.99957,-18.786159999999999,14.6,-2.3946509999999998e-06,0.00068354380000000005,1.666275e-09,-1.666275e-09,11.60407
32500,3.250708e-08,-1.023134e-15,-11.999549999999999,-18.749310000000001,14.6,-2.6065470000000002e-06,0.00072709209999999996,1.7522450000000001e-09,-1.7522450000000001e-09,11.60407
33000,3.3007619999999998e-08,-1.1162800000000001e-15,-11.99952,-18.712499999999999,14.6,-2.8368780000000001e-06,0.00077266110000000004,1.8411690000000001e-09,-1.8411690000000001e-09,11.60407
33500,3.3508189999999999e-08,-1.2176570000000001e-15,-11.99949,-18.675740000000001,14.6,-3.0872100000000001e-06,0.00082030700000000005,1.9330919999999998e-09,-1.9330919999999998e-09,11.60407
34000,3.4008799999999999e-08,-1.327982e-15,-11.999459999999999,-18.639030000000002,14.6,-3.3592380000000002e-06,0.00087008669999999997,2.028057e-09,-2.028057e-09,11.60407
34500,3.4509440000000003e-08,-1.448031e-15,-11.999420000000001,-18.602370000000001,14.6,-3.654794e-06,0.00092205689999999996,2.1261070000000001e-09,-2.1261070000000001e-09,11.60407
35000,3.5010119999999999e-08,-1.578643e-15,-11.99939,-18.565770000000001,14.600009999999999,-3.975856e-06,0.00097627480000000001,2.2272839999999998e-09,-2.2272839999999998e-09,11.60407
35500,3.5510849999999998e-08,-1.7207320000000001e-15,-11.999359999999999,-18.529209999999999,14.600009999999999,-4.3245590000000004e-06,0.0010327979999999999,2.3316279999999999e-09,-2.3316279999999999e-09,11.60407
36000,3.601161e-08,-1.8752869999999999e-15,-11.999320000000001,-18.492719999999998,14.600009999999999,-4.70321e-06,0.001091683,2.4391799999999998e-09,-2.4391799999999998e-09,11.60407
36500,3.6512419999999998e-08,-2.0433769999999998e-15,-11.999280000000001,-18.45628,14.600009999999999,-5.1142930000000003e-06,0.0011529890000000001,2.549979e-09,-2.549979e-09,11.60407
37000,3.7013270000000002e-08,-2.2261619999999999e-15,-11.99924,-18.419910000000002,14.600009999999999,-5.5604869999999998e-06,0.001216773,2.664064e-09,-2.664064e-09,11.60407
37500,3.7514170000000002e-08,-2.4249e-15,-11.9992,-18.383600000000001,14.600009999999999,-6.044679e-06,0.0012830929999999999,2.7814720000000001e-09,-2.7814720000000001e-09,11.60407
38000,3.8015119999999998e-08,-2.6409470000000002e-15,-11.99916,-18.347359999999998,14.600009999999999,-6.5699730000000001e-06,0.0013520069999999999,2.9022400000000001e-09,-2.9022400000000001e-09,11.60407
