t,max_slip_rate,-400.0,-350.0,-300.0,-250.0,-200.0,-150.0,-100.0,-50.0,0.0,50.0,100.0,150.0,200.0,250.0,300.0,350.0,400.0
0.00000000e+00,0.00000000e+00,-4.00000000e+02,-3.50000000e+02,-3.00000000e+02,-2.50000000e+02,-2.00000000e+02,-1.50000000e+02,-1.00000000e+02,-5.00000000e+01,0.00000000e+00,5.00000000e+01,1.00000000e+02,1.50000000e+02,2.00000000e+02,2.50000000e+02,3.00000000e+02,3.50000000e+02,4.00000000e+02
5.00000000e+02,-1.20000000e+01,3.01771100e-23,6.55836300e-24,-5.62473600e-24,-9.22380900e-24,-9.58387800e-24,-1.96049000e-23,4.45420400e-24,-2.55198700e-23,-3.35808800e-23,-1.32441300e-23,-2.37084600e-23,4.17917600e-24,-1.78574100e-23,-5.88002400e-25,-2.52087400e-24,7.63961200e-24,-4.95481100e-23
4.00000000e+03,-1.15847300e+01,3.18133400e-22,8.80207100e-23,9.06871500e-23,-8.36250700e-23,-2.92499800e-22,5.35547600e-23,1.13318800e-22,-3.67828900e-22,-5.96151400e-22,-5.64883200e-23,1.03462700e-22,-2.69320900e-23,-1.13584200e-22,1.39166300e-22,-1.50333000e-22,-1.23791200e-22,-3.54596400e-22
8.00000000e+03,-1.11370700e+01,5.46146200e-22,1.55548100e-22,4.83980200e-22,-8.88259200e-23,-1.16517100e-21,4.78089100e-22,5.63123100e-22,8.68356000e-23,1.64389500e-22,-1.08822200e-21,-6.01927200e-22,-1.58776200e-22,5.17532400e-22,5.33599600e-22,-8.31686700e-23,-2.61714300e-22,-9.23520500e-22
1.20000000e+04,-1.07146700e+01,8.20412500e-22,2.44043800e-22,2.82653100e-22,-1.22914700e-23,-1.20513900e-21,-1.31396600e-22,3.76564900e-22,-2.78407500e-21,-3.16272100e-22,8.27609800e-22,-8.18456600e-22,1.68678700e-22,3.47148100e-22,7.18871700e-22,-3.85247800e-22,-6.84873500e-22,-1.28986400e-21
1.60000000e+04,-1.03144100e+01,1.27281300e-21,3.10241800e-22,3.30556500e-22,-3.25094200e-22,-1.22568900e-21,9.30521100e-22,9.22121100e-22,-2.98221800e-21,-2.29253400e-21,-1.45402800e-23,-1.60633500e-21,-9.69352900e-23,3.56231600e-22,8.70710800e-22,-2.79311100e-22,-5.36552100e-22,-1.46686000e-21
2.00000000e+04,-9.93366400e+00,1.47467700e-21,-4.19358100e-22,6.08603200e-22,-1.58907600e-22,-8.63123100e-22,5.30259600e-22,-1.89347600e-22,-5.73445200e-21,-2.59188300e-21,-2.23425000e-21,-3.52293900e-21,6.90401700e-22,1.09754100e-21,1.01392300e-21,-1.98881400e-22,-4.98902200e-22,-2.99128100e-21
2.40000000e+04,-9.57025100e+00,1.48866100e-21,3.71068700e-22,7.67856500e-22,5.27467100e-24,-4.50715500e-22,9.69381800e-22,-1.46508500e-22,-4.17227200e-21,-6.79971700e-21,-7.29624300e-21,-5.32341300e-21,-4.57846100e-22,5.16141200e-23,1.01883000e-21,-8.99193900e-23,-1.02173500e-21,-3.37002100e-21
2.80000000e+04,-9.22239800e+00,1.28411700e-21,-3.02680600e-22,-1.71360500e-22,-9.01707000e-22,-1.53708000e-21,5.50300300e-22,-1.33672000e-21,-2.16211500e-21,-1.36695500e-20,-1.26202500e-20,-3.90257200e-21,1.11676200e-21,6.39973000e-22,1.65613500e-21,1.41081200e-21,-4.47409900e-22,-3.43116800e-21
