t,slip_2,slip_3,slip_rate_2,slip_rate_3,shear_stress_2,shear_stress_3,pore_pressure,darcy_vel_2,darcy_vel_3,state
0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.20000000e+01,-2.00000000e+01,1.46000000e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.16041000e+01
5.00000000e+03,5.00177000e-09,2.56010300e-32,-1.19995600e+01,-3.00000000e+01,1.46000000e+01,-4.90481400e-23,8.41463600e-04,-0.00000000e+00,-7.51455700e-09,1.16040900e+01
1.05000000e+04,1.05161500e-08,5.76856900e-32,-1.19979500e+01,-3.00000000e+01,1.46000000e+01,6.70592000e-23,3.56819900e-03,-0.00000000e+00,-2.11706400e-08,1.16040900e+01
1.55000000e+04,1.55546700e-08,4.84130100e-32,-1.19951600e+01,-3.00000000e+01,1.46000000e+01,-8.88530000e-23,8.18655600e-03,-0.00000000e+00,-3.79523400e-08,1.16040900e+01
2.10000000e+04,2.11450700e-08,-8.26324900e-32,-1.19903800e+01,-3.00000000e+01,1.46000000e+01,-1.02374400e-22,1.59844100e-02,-0.00000000e+00,-6.05243500e-08,1.16040800e+01
2.65000000e+04,2.68098900e-08,-2.79030400e-31,-1.19836600e+01,-3.00000000e+01,1.46000000e+01,-4.68070200e-22,2.68377000e-02,-0.00000000e+00,-8.66822300e-08,1.16040800e+01
3.15000000e+04,3.20471200e-08,-5.78047800e-31,-1.19758200e+01,-3.00000000e+01,1.46000000e+01,-7.69029300e-22,3.94257000e-02,-0.00000000e+00,-1.12988900e-07,1.16040700e+01
3.70000000e+04,3.79310000e-08,-1.06382200e-30,-1.19652800e+01,-3.00000000e+01,1.46000100e+01,-1.18566200e-21,5.62513500e-02,-0.00000000e+00,-1.44128000e-07,1.16040700e+01
4.20000000e+04,4.34165500e-08,-1.43275400e-30,-1.19539800e+01,-3.00000000e+01,1.46000300e+01,-1.12220900e-21,7.41864300e-02,-0.00000000e+00,-1.73991000e-07,1.16040600e+01
4.75000000e+04,4.96305000e-08,-1.99447100e-30,-1.19397400e+01,-3.00000000e+01,1.46000600e+01,5.00809900e-21,9.66958300e-02,-0.00000000e+00,-2.08111100e-07,1.16040600e+01
