t,slip_2,slip_3,slip_rate_2,slip_rate_3,shear_stress_2,shear_stress_3,pore_pressure,darcy_vel_2,darcy_vel_3,state
5.36160796e+05,1.65043100e-02,2.48608200e-19,-8.04251900e+00,-2.49801400e+01,1.26492000e+01,5.67734200e-16,2.72680400e+00,7.50317000e-07,0.00000000e+00,4.57652600e+00
5.41660796e+05,1.65530100e-02,2.50043700e-19,-8.06302600e+00,-2.48615600e+01,1.26498600e+01,-1.46031400e-16,2.71384400e+00,7.31797100e-07,0.00000000e+00,4.59622500e+00
5.47160796e+05,1.65995400e-02,2.50621500e-19,-8.08219600e+00,-2.44301900e+01,1.26512800e+01,5.96046400e-17,2.70074100e+00,7.13805600e-07,0.00000000e+00,4.61511200e+00
5.52160796e+05,1.66401400e-02,2.51449600e-19,-8.09854600e+00,-2.49519800e+01,1.26531500e+01,9.83476600e-17,2.68873200e+00,6.97895700e-07,0.00000000e+00,4.63159700e+00
5.57660796e+05,1.66831200e-02,2.52295900e-19,-8.11543800e+00,-2.46465700e+01,1.26557700e+01,2.87592400e-16,2.67544400e+00,6.80871600e-07,0.00000000e+00,4.64900500e+00
5.62660796e+05,1.67208200e-02,2.52904600e-19,-8.12987800e+00,-2.47494100e+01,1.26586100e+01,1.69873200e-16,2.66331400e+00,6.65816600e-07,0.00000000e+00,4.66419700e+00
5.68160796e+05,1.67609000e-02,2.53618500e-19,-8.14483700e+00,-2.53182500e+01,1.26621600e+01,1.56462200e-16,2.64993900e+00,6.49706000e-07,0.00000000e+00,4.68024000e+00
5.73660796e+05,1.67996600e-02,2.54082300e-19,-8.15891200e+00,-2.47285000e+01,1.26661000e+01,3.81469700e-16,2.63655100e+00,6.34052500e-07,0.00000000e+00,4.69561800e+00
5.78660796e+05,1.68338600e-02,2.54463800e-19,-8.17101100e+00,-2.46940300e+01,1.26699600e+01,3.54647600e-16,2.62438700e+00,6.20206900e-07,0.00000000e+00,4.70904900e+00
5.84160796e+05,1.68704200e-02,2.54483000e-19,-8.18362700e+00,-2.58828900e+01,1.26744700e+01,-1.20699400e-16,2.61102900e+00,6.05386800e-07,0.00000000e+00,4.72325200e+00
5.89660796e+05,1.69059600e-02,2.54572000e-19,-8.19559600e+00,-2.57830400e+01,1.26791900e+01,2.89082500e-16,2.59771000e+00,5.90983300e-07,0.00000000e+00,4.73688900e+00
5.94660796e+05,1.69374500e-02,2.54568000e-19,-8.20598600e+00,-2.49346100e+01,1.26836200e+01,4.20212700e-16,2.58564900e+00,5.78239300e-07,0.00000000e+00,4.74882400e+00
6.00160796e+05,1.69712400e-02,2.54922700e-19,-8.21695600e+00,-2.49066000e+01,1.26885900e+01,5.18560400e-16,2.57244500e+00,5.64594100e-07,0.00000000e+00,4.76147600e+00
6.05160796e+05,1.70012500e-02,2.55464300e-19,-8.22658200e+00,-2.50139200e+01,1.26931400e+01,-7.74860400e-17,2.56050900e+00,5.52518300e-07,0.00000000e+00,4.77257200e+00
6.10660796e+05,1.70335000e-02,2.56125700e-19,-8.23685300e+00,-2.45991700e+01,1.26981500e+01,1.80304100e-16,2.54746200e+00,5.39585500e-07,0.00000000e+00,4.78436300e+00
6.16160796e+05,1.70650200e-02,2.56609900e-19,-8.24683800e+00,-2.51689300e+01,1.27031200e+01,6.85453400e-16,2.53451200e+00,5.27008400e-07,0.00000000e+00,4.79575100e+00
6.21160796e+05,1.70930500e-02,2.57254300e-19,-8.25568600e+00,-2.46010700e+01,1.27076100e+01,1.26659900e-16,2.52282900e+00,5.15873700e-07,0.00000000e+00,4.80577900e+00
6.26660796e+05,1.71232500e-02,2.57510200e-19,-8.26517000e+00,-2.49506700e+01,1.27125200e+01,2.30968000e-16,2.51008600e+00,5.03944200e-07,0.00000000e+00,4.81647600e+00
6.32160796e+05,1.71528000e-02,2.57581700e-19,-8.27438200e+00,-2.50294700e+01,1.27174200e+01,9.38773200e-17,2.49746000e+00,4.92338000e-07,0.00000000e+00,4.82684700e+00
6.37160796e+05,1.71791300e-02,2.57268300e-19,-8.28251300e+00,-2.47857100e+01,1.27218700e+01,-3.72529000e-16,2.48608900e+00,4.82058900e-07,0.00000000e+00,4.83600800e+00
6.42660796e+05,1.72075400e-02,2.57247900e-19,-8.29118000e+00,-2.50643200e+01,1.27267800e+01,-3.54647600e-16,2.47370300e+00,4.71041700e-07,0.00000000e+00,4.84580500e+00
6.47660796e+05,1.72328900e-02,2.57263900e-19,-8.29880300e+00,-2.49144800e+01,1.27312600e+01,-3.84450000e-16,2.46255800e+00,4.61281700e-07,0.00000000e+00,4.85446800e+00
6.53160796e+05,1.72602800e-02,2.57025000e-19,-8.30690400e+00,-2.52301200e+01,1.27362100e+01,-2.80141800e-16,2.45042900e+00,4.50818200e-07,0.00000000e+00,4.86374300e+00
6.58660796e+05,1.72871600e-02,2.57061900e-19,-8.31470800e+00,-2.56339100e+01,1.27412000e+01,-1.65402900e-16,2.43843900e+00,4.40631400e-07,0.00000000e+00,4.87275900e+00
