t,slip_2,slip_3,slip_rate_2,slip_rate_3,shear_stress_2,shear_stress_3,pore_pressure,darcy_vel_2,darcy_vel_3,state
0,0,0,-12,-20,14.6,0,0,0,0,11.604100000000001
500,5.0000000000000003e-10,-1.3998270000000001e-34,-12,-30,14.6,-3.358088e-23,0.095492960000000002,-0,0,11.604100000000001
1000,1.0375549999999999e-09,-2.2608279999999999e-33,-11.939220000000001,-30,14.6,-1.0783670000000001e-22,0.18948300000000001,-0,0,11.604100000000001
1500,1.6554830000000001e-09,-7.5634569999999993e-33,-11.87894,-30,14.6,-1.6528929999999999e-22,0.28200900000000001,-0,0,11.604100000000001
2000,2.364991e-09,-1.752288e-32,-11.81915,-30,14.6,-2.8491909999999998e-22,0.37310860000000001,-0,0,11.604100000000001
2500,3.1787379999999999e-09,-3.6645769999999998e-32,-11.759840000000001,-30,14.6,-3.520343e-22,0.46281820000000001,-0,0,11.604100000000001
3000,4.1110139999999999e-09,-6.3432010000000001e-32,-11.701000000000001,-30,14.6,-3.3942109999999999e-22,0.55117289999999997,-0,0,11.604100000000001
3500,5.1779259999999997e-09,-9.2908359999999995e-32,-11.64264,-30,14.6,-3.3644550000000002e-22,0.63820699999999997,-0,0,11.604089999999999
4000,6.3976200000000001e-09,-1.303828e-31,-11.58473,-30,14.6,-5.9615140000000004e-22,0.72395310000000002,-0,0,11.604089999999999
4500,7.7905159999999997e-09,-1.968451e-31,-11.52727,-30,14.6,-4.4869310000000003e-22,0.80844340000000003,-0,0,11.604089999999999
5000,9.3795750000000005e-09,-2.484088e-31,-11.47026,-30,14.6,-4.686609e-22,0.89170859999999996,-0,0,11.604089999999999
5500,1.1190590000000001e-08,-3.1248430000000001e-31,-11.413679999999999,-30,14.6,-4.9252799999999997e-22,0.97377860000000005,-0,0,11.604089999999999
6000,1.3252510000000001e-08,-4.1950899999999998e-31,-11.357530000000001,-30,14.6,-7.2535689999999999e-22,1.0546819999999999,-0,0,11.604089999999999
6500,1.5597810000000001e-08,-5.2538639999999999e-31,-11.3018,-30,14.6,-7.3037989999999998e-22,1.1344479999999999,-0,0,11.60408
7000,1.8262870000000001e-08,-6.7803240000000002e-31,-11.24649,-30,14.59999,-6.8911110000000001e-22,1.2131019999999999,-0,0,11.60408
7500,2.128843e-08,-7.4583930000000002e-31,-11.19158,-30,14.59999,-1.8033179999999999e-22,1.290672,-0,0,11.60408
8000,2.4720060000000002e-08,-7.4051720000000003e-31,-11.13707,-30,14.59999,1.6438950000000001e-22,1.367183,-0,0,11.60408
8500,2.8608699999999999e-08,-8.0168110000000007e-31,-11.08296,-30,14.59999,-3.3648580000000001e-22,1.4426589999999999,-0,0,11.60407
